click,C1,banner_pos,site_domain,site_category,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C15,C16,date,time,user_id,device_ip_count,device_id_count,user_count,user_hour_count,user_bagged
1,1005,0,275,1,12,0,438,491,271,1,0,320,50,0,7,520,720,720,720,174,232
0,1005,1,83,12,12,0,438,1414,92,1,0,320,50,0,7,1482,24,24,24,174,232
0,1002,0,59,4,12,0,401,2331,246,0,0,320,50,0,7,2520,1,1,1,174,232
1,1005,0,206,12,12,0,438,113,746,1,0,320,50,0,7,119,6,6,6,174,232
0,1005,1,83,12,12,0,438,2720,453,1,0,320,50,0,7,2868,24,24,24,174,232
0,1005,1,16,12,12,0,438,1598,746,1,0,320,50,0,7,1680,27,27,27,174,232
0,1005,0,225,4,3,6,384,1435,373,1,3,320,50,0,7,2408,1499,1499,1499,174,100
0,1005,0,225,4,3,2,414,908,651,1,0,320,50,0,7,2597,1499,1499,1499,174,86
1,1005,0,275,1,12,0,438,379,453,1,0,320,50,0,7,404,720,720,720,174,232
0,1005,1,15,12,12,0,438,416,216,1,0,320,50,0,8,440,79,79,79,201,232
0,1005,1,7,12,12,0,438,2275,440,1,0,320,50,0,8,2390,30,30,30,201,232
0,1005,0,125,3,12,0,438,1892,589,1,0,300,250,0,8,1981,97,97,97,201,232
0,1005,0,178,3,12,0,438,2985,393,1,0,320,50,0,8,3149,6,6,6,201,232
0,1005,1,114,12,12,0,438,871,578,1,0,320,50,0,8,907,6,6,6,201,232
0,1002,0,243,4,12,0,283,467,541,0,0,320,50,0,8,1845,1,1,1,201,232
0,1005,0,246,1,12,0,438,2462,589,1,0,320,50,0,8,2590,16,16,16,201,232
1,1005,0,225,4,9,10,178,1916,225,1,2,320,50,0,9,1118,1499,1499,1499,252,69
0,1005,0,225,4,3,12,438,2651,814,1,0,320,50,0,9,2788,1499,1499,1499,252,18
1,1005,0,225,4,3,12,438,1030,560,1,0,320,50,0,9,1074,1499,1499,1499,252,18
0,1005,0,216,12,12,0,438,1609,402,1,0,320,50,0,9,1690,23,23,23,252,232
0,1005,1,175,12,12,0,438,3356,805,1,0,320,50,0,9,3525,99,99,99,252,232
0,1005,1,224,12,12,0,438,2445,532,1,0,320,50,0,10,2575,34,34,34,232,232
0,1005,1,4,2,12,0,438,2188,258,1,0,320,50,0,10,2286,4,4,4,232,232
1,1005,0,175,12,12,0,438,3171,123,1,0,320,50,0,10,3340,99,99,99,232,232
0,1002,0,232,4,12,0,304,905,77,0,0,320,50,0,10,1996,2,2,2,232,232
0,1005,1,7,12,12,0,438,3397,393,1,0,320,50,0,10,3575,30,30,30,232,232
0,1005,0,225,4,6,12,438,147,85,1,0,320,50,0,10,156,1499,1499,1499,232,14
0,1002,0,225,4,12,0,169,221,709,0,0,320,50,0,10,1042,4,4,4,232,232
0,1005,0,225,4,20,2,438,2076,777,1,2,320,50,0,10,2174,1499,1499,1499,232,211
0,1005,1,15,12,12,0,438,208,453,1,0,320,50,0,11,225,79,79,79,229,232
0,1005,0,275,1,12,0,438,2957,219,1,0,320,50,0,11,3119,720,720,720,229,232
1,1005,0,225,4,30,2,438,13,609,1,0,320,50,0,11,17,1499,1499,1499,229,176
1,1005,0,225,4,30,2,438,13,609,1,0,320,50,4,13,17,1499,1499,1499,245,176
1,1005,0,275,1,12,0,438,915,746,1,0,320,50,0,11,950,720,720,720,229,232
1,1005,0,225,4,21,2,438,3798,289,1,0,320,50,0,11,4011,1499,1499,1499,229,83
0,1005,1,16,12,12,0,438,2396,453,1,0,320,50,0,11,2531,27,27,27,229,232
0,1005,0,225,4,3,6,438,1722,123,1,0,320,50,0,11,1811,1499,1499,1499,229,218
0,1005,0,275,1,12,0,438,2917,276,1,0,320,50,0,11,3079,720,720,720,229,232
0,1005,0,125,3,12,0,438,660,484,1,0,300,250,0,11,688,22,22,22,229,232
0,1005,0,225,4,11,2,438,1974,67,1,0,320,50,0,11,2066,1499,1499,1499,229,98
0,1005,1,175,12,12,0,438,1932,490,1,2,320,50,0,11,2023,99,99,99,229,232
0,1005,0,261,1,12,0,438,441,144,1,0,320,50,0,11,471,11,11,11,229,232
0,1005,0,125,3,12,0,438,3746,347,1,0,300,250,0,12,3955,97,97,97,209,232
0,1005,0,194,12,12,0,438,3599,226,1,0,320,50,0,12,3790,21,21,21,209,232
0,1005,0,197,1,12,0,438,1661,358,1,0,300,250,0,12,1747,1,1,1,209,232
0,1005,0,225,4,21,2,438,130,289,1,0,320,50,0,12,136,1499,1499,1499,209,83
0,1005,1,16,12,12,0,438,521,453,1,0,320,50,0,12,546,27,27,27,209,232
0,1005,0,64,13,12,0,438,1865,746,1,0,320,50,0,12,1947,2,2,2,209,232
0,1005,1,224,12,12,0,438,2776,347,1,0,320,50,0,12,2927,34,34,34,209,232
0,1005,1,137,12,12,0,438,3242,67,1,0,320,50,0,12,3406,266,266,266,209,232
0,1005,1,137,12,12,0,438,2088,276,1,0,320,50,0,12,2183,266,266,266,209,232
0,1005,1,175,12,12,0,438,2374,436,1,0,320,50,0,13,2505,99,99,99,245,232
0,1005,0,275,1,12,0,438,1433,205,1,0,320,50,0,13,1505,720,720,720,245,232
0,1005,1,15,12,12,0,438,3168,448,1,0,320,50,0,13,3336,79,79,79,245,232
0,1005,1,15,12,12,0,438,1488,226,1,0,320,50,0,13,1560,79,79,79,245,232
1,1005,0,225,4,3,12,255,2773,706,1,2,320,50,0,13,1626,1499,1499,1499,245,172
0,1005,0,275,1,12,0,438,3137,134,1,0,320,50,0,13,3300,720,720,720,245,232
1,1005,0,225,4,3,12,438,3088,397,1,0,320,50,0,14,3251,1499,1499,1499,211,148
0,1005,0,275,1,12,0,438,3007,814,1,0,320,50,0,14,3176,720,720,720,211,232
0,1002,0,88,4,12,0,630,3640,865,0,0,320,50,0,14,3939,2,2,2,211,232
0,1005,1,224,12,12,0,438,1773,448,1,0,320,50,0,14,1863,34,34,34,211,232
0,1005,0,275,1,12,0,438,1117,322,1,2,320,50,0,14,1171,720,720,720,211,232
1,1005,0,275,1,12,0,438,970,671,1,0,320,50,0,14,1004,720,720,720,211,232
0,1005,0,236,12,12,0,438,2186,347,1,0,320,50,0,14,2284,3,3,3,211,232
0,1005,0,275,1,12,0,438,3803,453,1,0,320,50,0,14,4020,720,720,720,211,232
1,1005,1,137,12,12,0,438,744,746,1,0,320,50,0,14,778,266,266,266,211,232
0,1005,1,7,12,12,0,438,2400,638,1,0,320,50,0,14,2534,30,30,30,211,232
0,1005,1,211,12,12,0,438,2154,397,1,0,320,50,0,14,2254,40,40,40,211,232
0,1005,0,125,3,12,0,438,821,676,1,0,300,250,0,15,855,97,97,97,229,232
1,1005,0,275,1,12,0,438,137,426,1,0,320,50,0,15,145,720,720,720,229,232
0,1005,1,190,3,12,0,438,630,738,1,0,320,50,0,15,664,31,31,31,229,232
0,1005,1,137,12,12,0,438,1634,837,1,0,320,50,0,15,1712,4,4,4,229,232
1,1005,0,275,1,12,0,438,895,426,1,0,320,50,0,15,932,720,720,720,229,232
1,1005,0,225,4,3,2,293,3339,322,1,2,320,50,0,15,1944,1499,1499,1499,229,86
0,1005,1,142,1,12,0,438,1994,261,1,0,320,50,0,15,2089,15,15,15,229,232
0,1005,1,91,12,12,0,438,1581,738,1,0,320,50,0,15,1662,89,89,89,229,232
0,1002,0,252,4,12,0,177,3815,478,0,0,320,50,0,15,1113,4,4,4,229,232
1,1005,0,225,4,3,2,438,3787,111,1,0,320,50,0,15,3997,1499,1499,1499,229,145
0,1005,0,225,4,15,2,438,1010,174,1,0,320,50,0,15,1051,1499,1499,1499,229,255
0,1005,0,225,4,3,9,301,2017,529,1,3,320,50,0,15,1972,1499,1499,1499,229,53
0,1005,0,178,3,12,0,438,2509,370,1,0,320,50,0,15,2640,6,6,6,229,232
0,1005,0,225,4,8,2,299,27,489,1,0,320,50,0,15,1969,1499,1499,1499,229,219
0,1005,1,137,12,12,0,438,2682,244,1,0,320,50,0,15,2829,266,266,266,229,232
1,1005,0,41,12,12,0,438,3006,85,1,0,320,50,0,17,3167,37,37,37,219,232
0,1005,0,41,12,12,0,438,753,350,1,0,320,50,0,17,785,37,37,37,219,232
0,1005,0,29,12,12,0,438,1324,591,1,0,320,50,0,17,1381,2,2,2,219,232
1,1005,0,275,1,12,0,438,689,123,1,0,320,50,0,17,718,720,720,720,219,232
0,1005,0,225,4,15,2,438,2591,577,1,0,320,50,0,17,2727,1499,1499,1499,219,255
1,1005,0,275,1,12,0,438,488,725,1,0,320,50,0,17,517,720,720,720,219,232
0,1005,0,275,1,12,0,438,1640,123,1,0,320,50,0,18,1717,720,720,720,170,232
1,1005,0,275,1,12,0,438,989,272,1,0,320,50,0,18,1030,720,720,720,170,232
0,1005,0,225,4,3,2,438,1028,211,1,0,320,50,0,18,1063,1499,1499,1499,170,242
1,1010,1,225,4,12,1,26,3512,818,4,2,320,50,0,18,173,1499,1499,1499,170,42
0,1005,0,125,3,12,0,438,2527,123,1,0,300,250,0,18,2657,97,97,97,170,232
0,1005,1,91,12,12,0,438,870,638,1,0,320,50,0,18,906,89,89,89,170,232
0,1005,1,137,12,12,0,438,1036,85,1,0,320,50,0,18,1083,266,266,266,170,232
0,1005,0,225,4,25,9,587,3062,805,1,0,320,50,0,18,3717,1499,1499,1499,170,109
0,1005,0,225,4,5,2,438,616,520,1,0,320,50,0,18,644,1499,1499,1499,170,215
0,1005,1,137,12,12,0,438,616,520,1,0,320,50,4,8,644,48,48,48,201,215
1,1005,0,41,12,12,0,438,3125,123,1,0,320,50,0,18,3290,37,37,37,170,232
1,1005,0,225,4,21,2,438,3414,746,1,0,320,50,0,19,3593,1499,1499,1499,139,160
0,1005,0,225,4,11,2,438,243,2,1,0,320,50,0,19,261,1499,1499,1499,139,98
0,1005,0,275,1,12,0,438,3636,258,1,0,320,50,0,19,3833,720,720,720,139,232
1,1005,0,225,4,3,2,438,3193,393,1,0,320,50,0,19,3363,1499,1499,1499,139,86
