click,C1,banner_pos,site_domain,site_category,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C15,C16,date,time,user_id,device_ip_count,device_id_count,user_count,user_hour_count,user_bagged
0,1005,0,171,12,12,0,438,3069,116,1,0,320,50,0,1,3231,35,35,35,100,232
0,1005,0,171,12,12,0,438,2652,620,1,0,320,50,0,1,2789,35,35,35,100,232
0,1005,0,225,4,8,2,505,1864,805,1,0,320,50,0,1,3127,1499,1499,1499,100,219
0,1005,0,275,1,12,0,438,2374,108,1,0,320,50,0,1,2498,720,720,720,100,232
0,1005,0,125,3,12,0,438,1953,393,1,0,300,250,0,1,2043,97,97,97,100,232
0,1005,0,225,4,31,9,448,240,475,1,2,320,50,0,2,2792,1499,1499,1499,136,239
1,1005,0,216,12,12,0,438,3829,453,1,0,320,50,0,2,4044,23,23,23,136,232
0,1005,0,242,2,12,0,438,3850,719,1,0,320,50,0,2,4065,1,1,1,136,232
1,1005,0,275,1,12,0,438,3216,128,1,0,320,50,0,2,3384,720,720,720,136,232
1,1005,0,275,1,12,0,438,1991,123,1,0,320,50,0,2,2086,720,720,720,136,232
1,1005,1,175,12,12,0,438,2786,540,1,0,320,50,0,2,2936,99,99,99,136,232
0,1005,0,9,12,12,0,438,2486,362,1,0,320,50,0,2,2616,1,1,1,136,232
0,1005,0,225,4,3,6,198,3773,766,1,0,320,50,0,2,1273,1499,1499,1499,136,208
0,1005,0,171,12,12,0,438,241,832,1,0,320,50,0,2,259,35,35,35,136,232
0,1005,0,275,1,12,0,438,371,219,1,0,320,50,0,2,394,720,720,720,136,232
0,1002,0,225,4,12,0,549,50,519,0,0,320,50,0,2,3488,1499,1499,1499,136,88
0,1005,0,275,1,12,0,438,482,426,1,0,320,50,0,2,512,720,720,720,136,232
0,1005,1,124,12,12,0,438,557,453,1,0,320,50,0,2,577,4,4,4,136,232
0,1005,0,225,4,8,2,438,1897,346,1,0,320,50,0,2,1985,1499,1499,1499,136,219
0,1005,0,225,4,3,2,306,731,85,1,2,320,50,0,2,2006,1499,1499,1499,136,49
0,1005,1,15,12,12,0,438,1380,393,1,0,320,50,0,2,1443,79,79,79,136,232
0,1005,0,275,1,12,0,438,3166,125,1,0,320,50,0,2,3333,720,720,720,136,232
0,1005,0,225,4,20,2,438,1314,6,1,2,728,90,0,2,1370,1499,1499,1499,136,254
0,1005,0,225,4,15,2,438,3130,577,1,0,320,50,0,2,3295,1499,1499,1499,136,255
0,1005,0,225,4,6,12,438,2852,466,1,2,320,50,0,2,3001,1499,1499,1499,136,14
1,1005,1,175,12,12,0,438,62,67,1,0,320,50,0,2,67,99,99,99,136,232
0,1005,0,275,1,12,0,438,2378,453,1,0,320,50,0,2,2510,720,720,720,136,232
0,1005,0,254,12,12,0,438,2865,453,1,0,320,50,0,2,3017,1,1,1,136,232
0,1005,0,96,12,12,0,438,756,483,1,0,320,50,0,2,790,17,17,17,136,232
0,1005,0,275,1,12,0,438,1925,67,1,0,320,50,0,3,2016,720,720,720,156,232
0,1005,1,38,1,12,0,438,761,313,1,0,320,50,0,3,794,6,6,6,156,232
1,1005,1,137,12,12,0,438,3715,436,1,0,216,36,0,3,3920,266,266,266,156,232
0,1005,0,275,1,12,0,438,1426,848,1,0,320,50,0,3,1498,720,720,720,156,232
0,1005,0,221,12,12,0,438,3095,638,1,0,320,50,0,3,3259,1,1,1,156,232
0,1005,0,225,4,3,2,438,146,746,1,0,320,50,0,3,155,1499,1499,1499,156,117
0,1005,0,275,1,12,0,438,238,108,1,0,320,50,0,3,258,720,720,720,156,232
1,1005,0,275,1,12,0,438,2834,123,1,0,320,50,0,3,2981,720,720,720,156,232
0,1005,0,225,4,27,2,438,2982,577,1,0,320,50,0,3,3146,1499,1499,1499,156,224
0,1005,0,275,1,12,0,438,1073,805,1,0,320,50,0,3,1122,720,720,720,156,232
0,1005,1,117,7,12,0,438,1011,795,1,0,320,50,0,3,1052,5,5,5,156,232
0,1005,0,275,1,12,0,438,2562,373,1,0,320,50,0,3,2694,720,720,720,156,232
0,1005,1,94,12,12,0,438,2382,869,1,0,320,50,0,3,2513,33,33,33,156,232
0,1005,0,225,4,8,2,438,1463,596,1,0,320,50,0,3,1538,1499,1499,1499,156,219
0,1005,1,148,3,12,0,438,3182,456,1,0,320,50,0,3,3352,1,1,1,156,232
0,1002,0,81,4,12,0,39,342,570,0,0,320,50,0,4,253,4,4,4,199,232
0,1005,1,15,12,12,0,438,286,26,1,0,216,36,0,4,304,79,79,79,199,232
0,1002,0,225,4,12,0,591,2174,801,0,0,320,50,0,4,3735,1499,1499,1499,199,81
0,1005,0,225,4,3,6,438,800,814,1,0,320,50,0,4,833,1499,1499,1499,199,218
0,1005,0,125,3,12,0,438,1188,720,1,0,300,250,0,4,1241,17,17,17,199,232
0,1005,0,125,3,12,0,438,3750,112,1,0,300,250,0,4,3959,17,17,17,199,232
0,1005,0,275,1,12,0,438,2761,814,1,0,320,50,0,4,2909,720,720,720,199,232
0,1010,1,225,4,12,2,388,2130,406,4,0,320,50,0,4,2435,1499,1499,1499,199,256
0,1005,0,164,3,12,0,438,958,654,1,0,320,50,0,4,993,1,1,1,199,232
0,1005,1,94,12,12,0,438,3689,393,1,0,320,50,0,4,3893,33,33,33,199,232
0,1005,0,6,12,12,0,438,1863,205,1,0,320,50,0,4,1946,8,8,8,199,232
1,1005,0,225,4,8,2,653,2824,856,1,0,320,50,0,4,4092,1499,1499,1499,199,219
0,1005,1,15,12,12,0,438,1141,393,1,0,320,50,0,4,1195,79,79,79,199,232
0,1005,0,225,4,20,6,438,3469,764,1,2,320,50,0,4,3658,1499,1499,1499,199,128
0,1002,0,225,4,12,0,523,2913,709,0,0,320,50,0,4,3289,4,4,4,199,232
0,1005,0,225,4,3,2,438,63,271,1,0,320,50,0,4,71,1499,1499,1499,199,28
0,1005,1,175,12,12,0,438,3527,436,1,0,320,50,0,4,3715,99,99,99,199,232
0,1002,0,134,4,12,0,349,3159,37,0,0,320,50,0,4,2260,2,2,2,199,232
0,1005,1,175,12,12,0,438,803,19,1,0,320,50,0,4,837,99,99,99,199,232
0,1005,0,225,4,3,2,438,3364,763,1,2,320,50,0,4,3539,1499,1499,1499,199,137
1,1005,0,275,1,12,0,438,1985,526,1,0,320,50,0,4,2077,720,720,720,199,232
1,1005,0,275,1,12,0,438,878,294,1,0,320,50,0,4,916,720,720,720,199,232
0,1005,1,118,3,12,0,438,1162,456,1,0,320,50,0,4,1215,1,1,1,199,232
0,1002,0,3,4,12,0,279,3892,478,0,0,320,50,0,4,1834,3,3,3,199,232
0,1005,0,216,12,12,0,438,1532,805,1,0,320,50,0,4,1603,23,23,23,199,232
0,1005,0,225,4,3,9,438,2622,114,1,2,320,50,0,5,2760,1499,1499,1499,208,44
0,1005,0,225,4,3,12,438,3460,736,1,0,320,50,0,5,3646,1499,1499,1499,208,148
0,1005,0,246,1,12,0,438,967,453,1,0,320,50,0,5,1001,16,16,16,208,232
1,1005,1,83,12,12,0,438,3530,362,1,0,320,50,0,5,3719,24,24,24,208,232
0,1005,0,225,4,3,2,438,819,225,1,2,320,50,0,5,853,1499,1499,1499,208,94
1,1005,0,225,4,3,2,438,2031,3,1,0,320,50,0,5,2127,1499,1499,1499,208,99
0,1005,0,171,12,12,0,438,108,393,1,0,320,50,0,5,115,35,35,35,208,232
0,1005,1,225,12,12,0,438,1216,374,1,0,320,50,0,5,1268,2,2,2,208,232
0,1005,1,15,12,12,0,438,386,17,1,0,320,50,0,5,412,79,79,79,208,232
1,1005,1,111,3,12,0,438,3674,863,1,0,320,50,0,5,3879,1,1,1,208,232
0,1005,0,225,4,3,12,438,1739,531,1,2,320,50,0,5,1827,1499,1499,1499,208,48
0,1005,0,225,4,27,2,438,1381,516,1,0,320,50,0,5,1444,1499,1499,1499,208,21
0,1005,0,147,3,12,0,438,3417,578,1,0,320,50,0,5,3596,1,1,1,208,232
0,1005,0,225,4,12,2,435,1229,276,1,0,320,50,0,5,2718,1499,1499,1499,208,37
0,1005,0,275,1,12,0,438,2624,453,1,0,320,50,0,5,2762,720,720,720,208,233
0,1005,0,275,1,12,0,438,2624,453,1,0,320,50,8,12,2762,720,720,720,209,233
0,1005,0,225,4,8,2,425,1025,805,1,0,320,50,0,5,2650,1499,1499,1499,208,219
0,1005,0,104,12,12,0,438,2176,347,1,0,300,250,0,5,2275,1,1,1,208,232
0,1005,0,171,12,12,0,438,1375,453,1,0,320,50,0,5,1436,35,35,35,208,232
0,1002,0,61,4,12,0,175,993,827,0,0,320,50,0,5,1101,2,2,2,208,232
0,1005,1,175,12,12,0,438,2513,123,1,0,320,50,0,5,2645,99,99,99,208,232
1,1005,0,225,4,3,12,438,828,418,1,0,320,50,0,5,865,1499,1499,1499,208,148
1,1005,0,225,4,11,2,12,551,377,1,0,320,50,0,5,63,1499,1499,1499,208,98
0,1005,0,275,1,12,0,438,3489,453,1,0,320,50,0,5,3676,720,720,720,208,236
0,1005,0,275,1,12,0,438,3489,453,1,0,320,50,0,18,3676,720,720,720,170,236
0,1005,0,275,1,12,0,438,3489,453,1,0,320,50,8,15,3676,720,720,720,229,236
0,1005,0,225,4,3,2,438,1137,540,1,0,320,50,0,5,1190,1499,1499,1499,208,38
1,1005,0,225,4,11,2,336,2792,293,1,2,320,50,0,5,2162,1499,1499,1499,208,98
0,1005,0,225,4,11,2,438,1447,575,1,0,320,50,0,5,1519,1499,1499,1499,208,98
1,1002,0,225,4,12,0,484,973,570,0,0,320,50,0,5,3012,1499,1499,1499,208,11
0,1005,0,225,4,8,2,438,1436,742,1,0,320,50,0,5,1507,1499,1499,1499,208,219
0,1005,0,239,1,12,0,438,427,676,1,0,320,50,0,5,458,14,14,14,208,232
0,1005,0,225,4,3,2,438,293,615,1,0,320,50,0,5,315,1499,1499,1499,208,242
0,1010,1,225,4,12,1,616,1808,818,4,3,320,50,0,5,3859,1499,1499,1499,208,42
0,1005,0,225,4,3,9,497,2435,605,1,3,300,250,0,5,3078,1499,1499,1499,208,32
0,1005,0,225,4,8,2,512,2034,413,1,0,320,50,0,5,3160,1499,1499,1499,208,219
0,1005,0,225,4,3,12,438,726,123,1,0,320,50,0,6,755,1499,1499,1499,173,148
0,1005,0,275,1,12,0,438,433,571,1,0,320,50,0,6,464,720,720,720,173,232
0,1005,0,275,1,12,0,438,3796,540,1,0,320,50,0,6,4010,720,720,720,173,232
0,1002,0,265,4,12,0,310,3480,10,0,0,320,50,0,6,2038,5,5,5,173,232
0,1005,0,275,1,12,0,438,2894,823,1,0,320,50,0,6,3052,720,720,720,173,232
0,1005,0,225,4,3,2,557,2221,676,1,0,320,50,0,6,3532,1499,1499,1499,173,52
0,1005,0,275,1,12,0,438,458,651,1,0,320,50,0,6,486,720,720,720,173,232
0,1005,0,225,4,3,6,629,1492,406,1,0,320,50,0,6,3923,1499,1499,1499,173,179
0,1005,0,275,1,12,0,438,3266,676,1,0,320,50,0,6,3430,720,720,720,173,232
0,1005,0,254,12,12,0,438,443,271,1,0,300,250,0,6,473,3,3,3,173,232
0,1005,0,41,12,12,0,438,842,761,1,0,320,50,0,6,876,37,37,37,173,232
0,1005,0,98,12,12,0,438,2330,638,1,0,320,50,0,6,2453,3,3,3,173,232
0,1005,0,225,4,8,2,353,1518,67,1,0,320,50,0,6,2269,1499,1499,1499,173,219
0,1005,0,275,1,12,0,438,2643,67,1,0,320,50,0,6,2781,720,720,720,173,232
0,1005,0,225,4,3,6,438,3427,276,1,0,320,50,0,6,3607,1499,1499,1499,173,218
0,1005,0,225,4,3,6,265,797,123,1,0,320,50,0,6,1699,1499,1499,1499,173,1
1,1005,1,137,12,12,0,438,230,793,1,0,216,36,0,6,248,266,266,266,173,232
0,1005,0,225,4,8,2,483,2458,779,1,0,320,50,0,6,3009,1499,1499,1499,173,219
0,1005,0,225,4,3,2,641,2671,763,1,2,320,50,0,6,4007,1499,1499,1499,173,86
0,1005,1,83,12,12,0,438,2322,453,1,0,320,50,0,6,2444,24,24,24,173,232
0,1005,1,94,12,12,0,438,2896,738,1,0,320,50,0,6,3054,33,33,33,173,232
0,1005,0,225,4,5,9,438,734,665,1,0,320,50,0,6,763,1499,1499,1499,173,59
0,1005,1,175,12,12,0,438,2394,248,1,0,320,50,0,6,2529,99,99,99,173,232
0,1005,1,137,12,12,0,438,974,170,1,0,320,50,0,6,1008,266,266,266,173,232
0,1005,0,225,4,8,2,438,2605,701,1,2,728,90,0,6,2745,1499,1499,1499,173,219
0,1005,0,225,4,3,9,136,2465,190,1,3,320,50,0,7,839,1499,1499,1499,174,131
0,1005,0,225,4,3,2,438,3899,225,1,2,320,50,0,7,4117,1499,1499,1499,174,242
0,1005,1,137,12,12,0,438,455,745,1,0,320,50,0,7,484,266,266,266,174,232
0,1005,1,142,1,12,0,438,3178,754,1,0,320,50,0,7,3347,15,15,15,174,232
0,1005,0,225,4,11,2,438,1405,746,1,0,320,50,0,7,1474,1499,1499,1499,174,98
1,1005,0,225,4,3,12,438,614,639,1,0,320,50,0,7,641,1499,1499,1499,174,148
0,1005,0,41,12,12,0,438,2874,26,1,0,320,50,0,7,3028,37,37,37,174,232
0,1005,0,275,1,12,0,438,491,271,1,0,320,50,0,7,520,720,720,720,174,232
1,1005,1,83,12,12,0,438,1414,92,1,0,320,50,0,7,1482,24,24,24,174,232
0,1002,0,59,4,12,0,401,2331,246,0,0,320,50,0,7,2520,1,1,1,174,232
0,1005,0,206,12,12,0,438,113,746,1,0,320,50,0,7,119,6,6,6,174,232
0,1005,1,83,12,12,0,438,2720,453,1,0,320,50,0,7,2868,24,24,24,174,232
0,1005,1,16,12,12,0,438,1598,746,1,0,320,50,0,7,1680,27,27,27,174,232
0,1005,0,225,4,3,6,384,1435,373,1,3,320,50,0,7,2408,1499,1499,1499,174,100
0,1005,0,225,4,3,2,414,908,651,1,0,320,50,0,7,2597,1499,1499,1499,174,86
1,1005,0,275,1,12,0,438,379,453,1,0,320,50,0,7,404,720,720,720,174,232
0,1005,1,15,12,12,0,438,416,216,1,0,320,50,0,8,440,79,79,79,201,232
0,1005,1,7,12,12,0,438,2275,440,1,0,320,50,0,8,2390,30,30,30,201,232
0,1005,0,125,3,12,0,438,1892,589,1,0,300,250,0,8,1981,97,97,97,201,232
1,1005,0,178,3,12,0,438,2985,393,1,0,320,50,0,8,3149,6,6,6,201,232
0,1005,1,114,12,12,0,438,871,578,1,0,320,50,0,8,907,6,6,6,201,232
0,1002,0,243,4,12,0,283,467,541,0,0,320,50,0,8,1845,1,1,1,201,232
0,1005,0,225,4,3,9,527,3048,677,1,3,320,50,0,8,3316,1499,1499,1499,201,131
0,1005,0,225,4,28,9,438,2855,746,1,0,320,50,0,8,3003,1499,1499,1499,201,230
0,1005,0,275,1,12,0,438,24,453,1,0,320,50,0,8,28,720,720,720,201,232
0,1005,0,225,4,3,12,438,1690,94,1,2,320,50,0,8,1785,1499,1499,1499,201,148
0,1005,0,225,4,3,6,622,3313,35,1,0,320,50,0,8,3899,1499,1499,1499,201,208
0,1005,0,275,1,12,0,438,3036,271,1,0,320,50,0,8,3204,720,720,720,201,232
0,1005,0,286,3,12,0,438,3551,273,1,0,320,50,0,8,3739,2,2,2,201,232
0,1005,1,91,12,12,0,438,1311,638,1,0,320,50,0,8,1368,89,89,89,201,232
0,1005,0,275,1,12,0,438,3126,338,1,0,320,50,0,8,3291,720,720,720,201,232
0,1005,1,91,12,12,0,438,3107,638,1,0,320,50,0,8,3272,89,89,89,201,232
0,1005,0,246,1,12,0,438,2462,589,1,0,320,50,0,8,2590,16,16,16,201,232
0,1005,0,225,4,9,10,178,1916,225,1,2,320,50,0,9,1118,1499,1499,1499,252,69
0,1005,0,225,4,3,12,438,2651,814,1,0,320,50,0,9,2788,1499,1499,1499,252,18
0,1005,0,225,4,3,12,438,1030,560,1,0,320,50,0,9,1074,1499,1499,1499,252,18
0,1005,0,216,12,12,0,438,1609,402,1,0,320,50,0,9,1690,23,23,23,252,232
1,1005,1,175,12,12,0,438,3356,805,1,0,320,50,0,9,3525,99,99,99,252,232
0,1002,0,115,4,12,0,249,25,246,0,0,300,50,0,9,1562,3,3,3,252,232
0,1005,0,225,4,3,2,438,3732,495,1,0,320,50,0,9,3938,1499,1499,1499,252,168
0,1005,0,225,4,3,12,438,984,406,1,0,320,50,0,9,1020,1499,1499,1499,252,18
0,1005,0,96,12,12,0,438,834,484,1,0,320,50,0,9,871,17,17,17,252,232
0,1005,0,275,1,12,0,438,189,116,1,0,320,50,0,9,204,720,720,720,252,232
0,1002,0,225,4,12,0,555,831,130,0,0,320,50,0,9,3520,1499,1499,1499,252,35
0,1005,1,15,12,12,0,438,3292,681,1,0,320,50,0,9,3458,79,79,79,252,232
0,1005,1,15,12,12,0,438,539,393,1,0,320,50,0,9,564,79,79,79,252,232
0,1005,0,225,4,9,10,426,3442,639,1,0,320,50,0,9,2659,1499,1499,1499,252,69
0,1002,0,120,4,12,0,654,2059,538,0,0,320,50,0,9,4094,1,1,1,252,232
0,1005,1,211,12,12,0,438,3788,362,1,0,320,50,0,9,3998,40,40,40,252,232
0,1005,0,225,4,11,2,438,152,471,1,2,320,50,0,9,161,1499,1499,1499,252,98
0,1005,1,142,1,12,0,438,3625,738,1,0,320,50,0,9,3821,15,15,15,252,232
0,1005,0,275,1,12,0,438,3244,322,1,2,320,50,0,10,3408,720,720,720,232,232
0,1005,0,225,4,24,2,438,1805,123,1,0,320,50,0,10,1893,1499,1499,1499,232,159
0,1005,0,225,4,8,2,438,2904,62,1,2,320,50,0,10,3067,1499,1499,1499,232,219
0,1005,0,2,12,12,0,438,54,268,1,0,320,50,0,10,58,1,1,1,232,232
0,1005,1,224,12,12,0,438,2445,532,1,0,320,50,0,10,2575,34,34,34,232,232
0,1005,1,4,2,12,0,438,2188,258,1,0,320,50,0,10,2286,4,4,4,232,232
1,1005,0,175,12,12,0,438,3171,123,1,0,320,50,0,10,3340,99,99,99,232,232
0,1002,0,232,4,12,0,304,905,77,0,0,320,50,0,10,1996,2,2,2,232,232
0,1005,1,7,12,12,0,438,3397,393,1,0,320,50,0,10,3575,30,30,30,232,232
0,1005,0,225,4,6,12,438,147,85,1,0,320,50,0,10,156,1499,1499,1499,232,14
1,1002,0,225,4,12,0,169,221,709,0,0,320,50,0,10,1042,4,4,4,232,232
0,1005,0,225,4,20,2,438,2076,777,1,2,320,50,0,10,2174,1499,1499,1499,232,211
0,1005,0,125,3,12,0,438,504,302,1,0,300,250,0,10,533,97,97,97,232,232
0,1005,0,225,4,8,2,620,1369,368,1,0,320,50,0,10,3876,1499,1499,1499,232,219
0,1005,1,83,12,12,0,438,903,453,1,0,320,50,0,10,938,24,24,24,232,232
0,1005,0,275,1,12,0,438,2305,676,1,0,320,50,0,10,2428,720,720,720,232,232
0,1005,0,225,4,15,2,438,1211,174,1,0,320,50,0,10,1263,1499,1499,1499,232,255
0,1005,1,260,12,12,0,438,2642,448,1,0,320,50,0,10,2780,3,3,3,232,232
0,1005,0,205,12,12,0,438,1949,805,1,0,320,50,0,10,2037,2,2,2,232,232
0,1005,0,125,3,12,0,438,1424,438,1,0,300,250,0,10,1496,17,17,17,232,232
0,1005,0,171,12,12,0,438,1444,155,1,0,320,50,0,11,1514,35,35,35,229,232
0,1005,0,225,4,2,2,119,646,547,1,5,320,50,0,11,772,1499,1499,1499,229,70
0,1005,1,16,12,12,0,438,1038,473,1,0,320,50,0,11,1086,27,27,27,229,232
0,1005,0,275,1,12,0,438,846,568,1,0,320,50,0,11,880,720,720,720,229,232
0,1005,0,275,1,12,0,438,2562,456,1,0,320,50,0,11,2695,720,720,720,229,232
0,1005,0,275,1,12,0,438,1705,613,1,0,320,50,0,11,1798,720,720,720,229,232
0,1005,1,38,1,12,0,438,3778,638,1,0,320,50,0,11,3989,4,4,4,229,232
0,1005,1,15,12,12,0,438,208,453,1,0,320,50,0,11,225,79,79,79,229,232
1,1005,0,275,1,12,0,438,2957,219,1,0,320,50,0,11,3119,720,720,720,229,232
0,1005,0,225,4,30,2,438,13,609,1,0,320,50,0,11,17,1499,1499,1499,229,176
0,1005,0,225,4,30,2,438,13,609,1,0,320,50,4,13,17,1499,1499,1499,245,176
1,1005,0,275,1,12,0,438,915,746,1,0,320,50,0,11,950,720,720,720,229,232
0,1005,0,225,4,21,2,438,3798,289,1,0,320,50,0,11,4011,1499,1499,1499,229,83
1,1005,1,16,12,12,0,438,2396,453,1,0,320,50,0,11,2531,27,27,27,229,232
0,1005,0,225,4,3,6,438,1722,123,1,0,320,50,0,11,1811,1499,1499,1499,229,218
0,1005,0,275,1,12,0,438,2917,276,1,0,320,50,0,11,3079,720,720,720,229,232
0,1005,0,125,3,12,0,438,660,484,1,0,300,250,0,11,688,22,22,22,229,232
1,1005,0,225,4,11,2,438,1974,67,1,0,320,50,0,11,2066,1499,1499,1499,229,98
0,1005,1,175,12,12,0,438,1932,490,1,2,320,50,0,11,2023,99,99,99,229,232
1,1005,0,261,1,12,0,438,441,144,1,0,320,50,0,11,471,11,11,11,229,232
1,1005,0,125,3,12,0,438,3746,347,1,0,300,250,0,12,3955,97,97,97,209,232
0,1005,0,194,12,12,0,438,3599,226,1,0,320,50,0,12,3790,21,21,21,209,232
0,1005,0,197,1,12,0,438,1661,358,1,0,300,250,0,12,1747,1,1,1,209,232
1,1005,0,225,4,21,2,438,130,289,1,0,320,50,0,12,136,1499,1499,1499,209,83
0,1005,1,16,12,12,0,438,521,453,1,0,320,50,0,12,546,27,27,27,209,232
0,1005,0,64,13,12,0,438,1865,746,1,0,320,50,0,12,1947,2,2,2,209,232
0,1005,1,224,12,12,0,438,2776,347,1,0,320,50,0,12,2927,34,34,34,209,232
1,1005,1,137,12,12,0,438,3242,67,1,0,320,50,0,12,3406,266,266,266,209,232
1,1005,1,137,12,12,0,438,2088,276,1,0,320,50,0,12,2183,266,266,266,209,232
1,1005,1,175,12,12,0,438,2374,436,1,0,320,50,0,13,2505,99,99,99,245,232
0,1005,1,142,1,12,0,438,356,678,1,0,320,50,0,13,379,15,15,15,245,232
0,1005,0,275,1,12,0,438,3871,338,1,0,320,50,0,13,4086,720,720,720,245,232
0,1005,1,66,3,12,0,438,673,397,1,0,320,50,0,13,702,16,16,16,245,232
0,1005,0,225,4,3,2,438,1193,253,1,2,320,50,0,13,1245,1499,1499,1499,245,242
0,1005,0,225,4,20,2,438,1979,777,1,3,320,50,0,13,2071,1499,1499,1499,245,139
0,1005,0,275,1,12,0,438,1855,248,1,0,320,50,0,13,1937,720,720,720,245,232
0,1005,0,236,12,12,0,438,129,110,1,0,320,50,0,13,135,3,3,3,245,232
0,1005,1,211,12,12,0,438,2333,17,1,0,320,50,0,13,2456,40,40,40,245,232
0,1005,1,225,4,3,2,123,1807,175,1,0,320,50,0,13,795,1499,1499,1499,245,16
0,1005,0,275,1,12,0,438,121,333,1,0,320,50,0,13,128,720,720,720,245,232
0,1005,0,275,1,12,0,438,1433,205,1,0,320,50,0,13,1505,720,720,720,245,232
1,1005,1,15,12,12,0,438,3168,448,1,0,320,50,0,13,3336,79,79,79,245,232
0,1005,1,15,12,12,0,438,1488,226,1,0,320,50,0,13,1560,79,79,79,245,232
0,1005,0,225,4,3,2,438,3009,864,1,2,320,480,0,13,3179,1499,1499,1499,245,142
0,1005,0,275,1,12,0,438,3326,623,1,0,320,50,0,13,3495,720,720,720,245,232
0,1002,0,225,4,12,0,636,2410,246,0,0,320,50,0,13,3979,1499,1499,1499,245,33
0,1005,0,96,12,12,0,438,2666,644,1,0,320,50,0,13,2807,17,17,17,245,232
0,1005,0,275,1,12,0,438,1869,67,1,0,320,50,0,13,1951,720,720,720,245,232
0,1005,0,225,4,3,12,255,2773,706,1,2,320,50,0,13,1626,1499,1499,1499,245,172
1,1005,0,275,1,12,0,438,3137,134,1,0,320,50,0,13,3300,720,720,720,245,232
0,1005,0,235,8,12,0,438,3587,184,1,0,320,50,0,13,3776,2,2,2,245,232
0,1005,0,225,4,3,2,270,273,676,1,0,320,50,0,13,1737,1499,1499,1499,245,221
0,1005,0,225,4,3,12,438,1387,671,1,0,320,50,0,14,1451,1499,1499,1499,211,148
0,1005,0,225,4,5,9,438,3794,14,1,0,320,50,0,14,4004,1499,1499,1499,211,59
0,1005,0,225,4,8,2,438,1755,795,1,0,320,50,0,14,1842,1499,1499,1499,211,219
0,1005,1,137,12,12,0,438,143,856,1,0,320,50,0,14,151,266,266,266,211,232
0,1005,0,275,1,12,0,438,1905,268,1,0,320,50,0,14,1995,720,720,720,211,232
0,1005,1,117,7,12,0,438,1482,492,1,0,320,50,0,14,1555,5,5,5,211,232
0,1005,0,225,4,3,12,438,3088,397,1,0,320,50,0,14,3251,1499,1499,1499,211,148
1,1005,0,275,1,12,0,438,3007,814,1,0,320,50,0,14,3176,720,720,720,211,232
0,1002,0,88,4,12,0,630,3640,865,0,0,320,50,0,14,3939,2,2,2,211,232
1,1005,1,224,12,12,0,438,1773,448,1,0,320,50,0,14,1863,34,34,34,211,232
0,1005,0,275,1,12,0,438,1117,322,1,2,320,50,0,14,1171,720,720,720,211,232
1,1005,0,275,1,12,0,438,970,671,1,0,320,50,0,14,1004,720,720,720,211,232
0,1005,0,236,12,12,0,438,2186,347,1,0,320,50,0,14,2284,3,3,3,211,232
